id,name,jpname,group,weight,order,vote1,vote2,vote3,ratio1,vratio1,ratio2,vratio2,ratio3,vratio3,total,info,chara,charaList,charaVote,charaMid,charaArr
1,东方灵异传,東方霊異伝,PC-98游戏（STG）,84,game010,12,16,16,27.27%,0.19%,36.36%,0.26%,36.36%,0.26%,44,<a href='./?m=info&type=work&id=1' target='_blank'>点击查看详情</a>,7,神玉，魅魔，菊理，矜羯罗，幽玄魔眼，依莉斯，萨丽爱尔,197,8,28
2,东方封魔录,東方封魔録,PC-98游戏（STG）,24,game020,4,3,6,30.77%,0.06%,23.08%,0.05%,46.15%,0.1%,13,<a href='./?m=info&type=work&id=2' target='_blank'>点击查看详情</a>,6,魅魔，玄爷，里香，明罗，Flower～战车，邪眼西格玛,176,15,29
3,东方梦时空,東方夢時空,PC-98游戏（STG）,156,game030,27,26,23,35.53%,0.44%,34.21%,0.42%,30.26%,0.37%,76,<a href='./?m=info&type=work&id=3' target='_blank'>点击查看详情</a>,12,魅魔，玄爷，爱莲，小兔姬，卡娜·安娜贝拉尔，朝仓理香子，北白河千百合，冈崎梦美，咪咪号，留琴，玛○奇，苏格拉底,474,15,40
4,东方幻想乡,東方幻想郷,PC-98游戏（STG）,138,game040,32,17,8,56.14%,0.52%,29.82%,0.28%,14.04%,0.13%,57,<a href='./?m=info&type=work&id=4' target='_blank'>点击查看详情</a>,7,风见幽香，玄爷，奥莲姬，胡桃，艾丽，梦月，幻月,777,15,111
5,东方怪绮谈,東方怪綺談,PC-98游戏（STG）,102,game050,14,23,14,27.45%,0.23%,45.1%,0.37%,27.45%,0.23%,51,<a href='./?m=info&type=work&id=5' target='_blank'>点击查看详情</a>,9,爱丽丝·玛格特洛依德，魅魔，玄爷，萨拉，露易兹，雪，舞，梦子，神绮,1735,16,193
6,东方红魔乡,東方紅魔郷,Windows游戏（STG）,2272,game060,475,321,205,47.45%,7.7%,32.07%,5.2%,20.48%,3.32%,1001,<a href='./?m=info&type=work&id=6' target='_blank'>点击查看详情</a>,10,露米娅，大妖精，琪露诺，红美铃，小恶魔，帕秋莉·诺蕾姬，十六夜咲夜，蕾米莉亚·斯卡蕾特，芙兰朵露·斯卡蕾特，冴月麟,7821,873,782
7,东方妖妖梦,東方妖々夢,Windows游戏（STG）,2475,game070,521,352,208,48.2%,8.44%,32.56%,5.7%,19.24%,3.37%,1081,<a href='./?m=info&type=work&id=7' target='_blank'>点击查看详情</a>,15,琪露诺，十六夜咲夜，蕾蒂·霍瓦特洛克，橙，爱丽丝·玛格特洛依德，莉莉白，露娜萨·普莉兹姆利巴，梅露兰·普莉兹姆利巴，莉莉卡·普莉兹姆利巴，魂魄妖梦，西行寺幽幽子，八云蓝，八云紫，魂魄妖忌，蕾拉·普莉兹姆利巴,8752,212,583
8,东方萃梦想,東方萃夢想,Windows游戏（FTG）,143,game075,17,31,30,21.79%,0.28%,39.74%,0.5%,38.46%,0.49%,78,<a href='./?m=info&type=work&id=8' target='_blank'>点击查看详情</a>,11,红美铃，帕秋莉·诺蕾姬，十六夜咲夜，蕾米莉亚·斯卡蕾特，橙，爱丽丝·玛格特洛依德，魂魄妖梦，西行寺幽幽子，八云蓝，八云紫，伊吹萃香,11205,1326,1019
9,东方永夜抄,東方永夜抄,Windows游戏（STG）,4870,game080,1045,667,401,49.46%,16.93%,31.57%,10.81%,18.98%,6.5%,2113,<a href='./?m=info&type=work&id=9' target='_blank'>点击查看详情</a>,17,帕秋莉·诺蕾姬，十六夜咲夜，蕾米莉亚·斯卡蕾特，橙，爱丽丝·玛格特洛依德，魂魄妖梦，西行寺幽幽子，八云蓝，八云紫，莉格露·奈特巴格，米斯蒂娅·萝蕾拉，上白泽慧音，因幡天为（因幡帝），铃仙·优昙华院·因幡，八意永琳，蓬莱山辉夜，藤原妹红,13955,873,821
10,东方花映塚,東方花映塚,Windows游戏（STG）,568,game090,96,100,80,34.78%,1.56%,36.23%,1.62%,28.99%,1.3%,276,<a href='./?m=info&type=work&id=10' target='_blank'>点击查看详情</a>,19,琪露诺，帕秋莉·诺蕾姬，十六夜咲夜，蕾米莉亚·斯卡蕾特，莉莉白，露娜萨·普莉兹姆利巴，梅露兰·普莉兹姆利巴，莉莉卡·普莉兹姆利巴，魂魄妖梦，西行寺幽幽子，米斯蒂娅·萝蕾拉，因幡天为（因幡帝），铃仙·优昙华院·因幡，八意永琳，射命丸文，梅蒂欣·梅兰可莉，风见幽香，小野塚小町，四季映姬·夜摩仙那度,12375,609,651
11,东方文花帖,東方文花帖,Windows游戏（STG）,85,game095,10,21,13,22.73%,0.16%,47.73%,0.34%,29.55%,0.21%,44,<a href='./?m=info&type=work&id=11' target='_blank'>点击查看详情</a>,1,射命丸文,1335,1335,1335
12,东方风神录,東方風神録,Windows游戏（STG）,3411,game100,676,525,333,44.07%,10.95%,34.22%,8.51%,21.71%,5.4%,1534,<a href='./?m=info&type=work&id=12' target='_blank'>点击查看详情</a>,9,射命丸文，秋静叶，秋穰子，键山雏，河城荷取，犬走椛，东风谷早苗，八坂神奈子，洩矢诹访子,4776,267,531
13,东方绯想天,東方緋想天,Windows游戏（FTG）,612,game105,104,106,88,34.9%,1.69%,35.57%,1.72%,29.53%,1.43%,298,<a href='./?m=info&type=work&id=13' target='_blank'>点击查看详情</a>,14,帕秋莉·诺蕾姬，十六夜咲夜，蕾米莉亚·斯卡蕾特，爱丽丝·玛格特洛依德，魂魄妖梦，西行寺幽幽子，八云紫，伊吹萃香，铃仙·优昙华院·因幡，八意永琳，射命丸文，小野塚小町，永江衣玖，比那名居天子,14152,1326,1011
14,东方地灵殿,東方地霊殿,Windows游戏（STG）,2079,game110,394,328,241,40.91%,6.38%,34.06%,5.32%,25.03%,3.91%,963,<a href='./?m=info&type=work&id=14' target='_blank'>点击查看详情</a>,15,帕秋莉·诺蕾姬，爱丽丝·玛格特洛依德，八云紫，伊吹萃香，射命丸文，河城荷取，东风谷早苗，琪斯美，黑谷山女，水桥帕露西，星熊勇仪，古明地觉，火焰猫燐，灵乌路空，古明地恋,12438,767,829
15,东方星莲船,東方星蓮船,Windows游戏（STG）,678,game120,101,121,133,28.45%,1.64%,34.08%,1.96%,37.46%,2.16%,355,<a href='./?m=info&type=work&id=15' target='_blank'>点击查看详情</a>,9,娜兹玲，多多良小伞，云山，云居一轮，村纱水蜜，寅丸星，圣白莲，封兽鵺，命莲,1550,87,172
16,东方非想天则,東方非想天則,Windows游戏（FTG）,1983,game123,365,304,280,38.46%,5.91%,32.03%,4.93%,29.5%,4.54%,949,<a href='./?m=info&type=work&id=16' target='_blank'>点击查看详情</a>,10,琪露诺，红美铃，帕秋莉·诺蕾姬，爱丽丝·玛格特洛依德，东风谷早苗，八坂神奈子，洩矢诹访子，灵乌路空，大鲶鱼，非想天则,6358,619,636
17,DS东方文花帖,ダブルスポイラー,Windows游戏（STG）,102,game125,13,19,25,22.81%,0.21%,33.33%,0.31%,43.86%,0.41%,57,<a href='./?m=info&type=work&id=17' target='_blank'>点击查看详情</a>,2,射命丸文，姬海棠果,1460,1335,730
18,妖精大战争,妖精大戦争,Windows游戏（STG）,105,game128,10,22,31,15.87%,0.16%,34.92%,0.36%,49.21%,0.5%,63,<a href='./?m=info&type=work&id=18' target='_blank'>点击查看详情</a>,5,莉莉白，射命丸文，桑尼米尔克，露娜切尔德，斯塔萨菲雅,1857,140,371
19,东方神灵庙,東方神霊廟,Windows游戏（STG）,731,game130,139,110,94,40.52%,2.25%,32.07%,1.78%,27.41%,1.52%,343,<a href='./?m=info&type=work&id=19' target='_blank'>点击查看详情</a>,12,魂魄妖梦，西行寺幽幽子，东风谷早苗，多多良小伞，封兽鵺，幽谷响子，宫古芳香，霍青娥，苏我屠自古，物部布都，丰聪耳神子，二岩猯藏,6274,234,523
20,东方心绮楼,東方心綺楼,Windows游戏（FTG）,491,game135,73,91,90,28.74%,1.18%,35.83%,1.47%,35.43%,1.46%,254,<a href='./?m=info&type=work&id=20' target='_blank'>点击查看详情</a>,14,河城荷取，星熊勇仪，古明地恋，云山，云居一轮，圣白莲，物部布都，丰聪耳神子，二岩猯藏，秦心，秦河胜，桑尼米尔克，露娜切尔德，斯塔萨菲雅,5402,162,386
21,东方辉针城,東方輝針城,Windows游戏（STG）,1337,game140,230,227,193,35.38%,3.73%,34.92%,3.68%,29.69%,3.13%,650,<a href='./?m=info&type=work&id=21' target='_blank'>点击查看详情</a>,11,琪露诺，十六夜咲夜，蕾米莉亚·斯卡蕾特，若鹭姬，赤蛮奇，今泉影狼，九十九弁弁，九十九八桥，鬼人正邪，少名针妙丸，堀川雷鼓,5785,205,526
22,弹幕天邪鬼,弾幕アマノジャク,Windows游戏（STG）,397,game143,52,77,87,24.07%,0.84%,35.65%,1.25%,40.28%,1.41%,216,<a href='./?m=info&type=work&id=22' target='_blank'>点击查看详情</a>,6,二岩猯藏，今泉影狼，九十九八桥，鬼人正邪，少名针妙丸，堀川雷鼓,1489,162,248
23,东方深秘录,東方深秘録,Windows游戏（FTG）,393,game145,51,84,72,24.64%,0.83%,40.58%,1.36%,34.78%,1.17%,207,<a href='./?m=info&type=work&id=23' target='_blank'>点击查看详情</a>,15,铃仙·优昙华院·因幡，藤原妹红，河城荷取，古明地觉，古明地恋，云山，云居一轮，圣白莲，物部布都，丰聪耳神子，二岩猯藏，秦心，少名针妙丸，宇佐见堇子，茨木华扇,9983,400,666
24,东方绀珠传,東方紺珠伝,Windows游戏（STG）,2520,game150,464,395,338,38.76%,7.52%,33%,6.4%,28.24%,5.48%,1197,<a href='./?m=info&type=work&id=24' target='_blank'>点击查看详情</a>,15,八云紫，因幡天为（因幡帝），铃仙·优昙华院·因幡，八意永琳，蓬莱山辉夜，东风谷早苗，八坂神奈子，洩矢诹访子，清兰，铃瑚，哆来咪·苏伊特，稀神探女，克劳恩皮丝，纯狐，赫卡提亚·拉碧斯拉祖利,8155,432,544
26,莲台野夜行,蓮台野夜行,音乐CD,164,music020,24,29,34,27.59%,0.39%,33.33%,0.47%,39.08%,0.55%,87,<a href='./?m=info&type=work&id=26' target='_blank'>点击查看详情</a>,2,宇佐见莲子，玛艾露贝莉·赫恩（梅莉）,1265,679,633
27,梦违科学世纪,夢違科学世紀,音乐CD,259,music030,34,49,59,23.94%,0.55%,34.51%,0.79%,41.55%,0.96%,142,<a href='./?m=info&type=work&id=27' target='_blank'>点击查看详情</a>,2,宇佐见莲子，玛艾露贝莉·赫恩（梅莉）,1265,679,633
28,卯酉东海道,卯酉東海道,音乐CD,242,music040,40,34,54,31.25%,0.65%,26.56%,0.55%,42.19%,0.88%,128,<a href='./?m=info&type=work&id=28' target='_blank'>点击查看详情</a>,2,宇佐见莲子，玛艾露贝莉·赫恩（梅莉）,1265,679,633
29,大空魔术,大空魔術,音乐CD,352,music050,51,59,81,26.7%,0.83%,30.89%,0.96%,42.41%,1.31%,191,<a href='./?m=info&type=work&id=29' target='_blank'>点击查看详情</a>,2,宇佐见莲子，玛艾露贝莉·赫恩（梅莉）,1265,679,633
30,未知之花 魅知之旅,未知の花 魅知の旅,音乐CD,141,music055,18,27,33,23.08%,0.29%,34.62%,0.44%,42.31%,0.53%,78,<a href='./?m=info&type=work&id=30' target='_blank'>点击查看详情</a>,2,宇佐见莲子，玛艾露贝莉·赫恩（梅莉）,1265,679,633
31,鸟船遗迹,鳥船遺跡,音乐CD,78,music060,6,19,22,12.77%,0.1%,40.43%,0.31%,46.81%,0.36%,47,<a href='./?m=info&type=work&id=31' target='_blank'>点击查看详情</a>,2,宇佐见莲子，玛艾露贝莉·赫恩（梅莉）,1265,679,633
32,伊奘诺物质,伊弉諾物質,音乐CD,86,music070,13,14,19,28.26%,0.21%,30.43%,0.23%,41.3%,0.31%,46,<a href='./?m=info&type=work&id=32' target='_blank'>点击查看详情</a>,2,宇佐见莲子，玛艾露贝莉·赫恩（梅莉）,1265,679,633
43,东方香霖堂,東方香霖堂,出版物,284,novel001,53,30,65,35.81%,0.86%,20.27%,0.49%,43.92%,1.05%,148,<a href='./?m=info&type=work&id=43' target='_blank'>点击查看详情</a>,2,宇佐见堇子，森近霖之助,561,312,281
44,东方三月精,東方三月精,出版物,356,novel002,49,61,87,24.87%,0.79%,30.96%,0.99%,44.16%,1.41%,197,<a href='./?m=info&type=work&id=44' target='_blank'>点击查看详情</a>,5,八云紫，克劳恩皮丝，桑尼米尔克，露娜切尔德，斯塔萨菲雅,2019,140,404
45,东方儚月抄,東方儚月抄,出版物,237,novel006,30,44,59,22.56%,0.49%,33.08%,0.71%,44.36%,0.96%,133,<a href='./?m=info&type=work&id=45' target='_blank'>点击查看详情</a>,9,西行寺幽幽子，八云紫，因幡天为（因幡帝），铃仙·优昙华院·因幡，八意永琳，蓬莱山辉夜，绵月丰姬，绵月依姬，Reisen,5014,257,557
46,东方茨歌仙,東方茨歌仙,出版物,770,novel008,124,125,148,31.23%,2.01%,31.49%,2.03%,37.28%,2.4%,397,<a href='./?m=info&type=work&id=46' target='_blank'>点击查看详情</a>,10,十六夜咲夜，八云紫，伊吹萃香，八意永琳，小野塚小町，东风谷早苗，八坂神奈子，宇佐见堇子，茨木华扇，茨木童子之臂,6490,393,649
47,东方铃奈庵,東方鈴奈庵,出版物,801,novel010,127,125,170,30.09%,2.06%,29.62%,2.03%,40.28%,2.75%,422,<a href='./?m=info&type=work&id=47' target='_blank'>点击查看详情</a>,4,八云紫，二岩猯藏，稗田阿求，本居小铃,2113,324,528
48,东方求闻史纪,東方求聞史紀,出版物,344,novel005,47,61,81,24.87%,0.76%,32.28%,0.99%,42.86%,1.31%,189,<a href='./?m=info&type=work&id=48' target='_blank'>点击查看详情</a>,1,稗田阿求,324,324,324
49,东方求闻口授,東方求聞口授,出版物,136,novel009,11,35,33,13.92%,0.18%,44.3%,0.57%,41.77%,0.53%,79,<a href='./?m=info&type=work&id=49' target='_blank'>点击查看详情</a>,1,稗田阿求,324,324,324
51,东方文花帖,東方文花帖,出版物,41,novel003,6,5,13,25%,0.1%,20.83%,0.08%,54.17%,0.21%,24,<a href='./?m=info&type=work&id=51' target='_blank'>点击查看详情</a>,1,射命丸文,1335,1335,1335
52,东方紫香花,東方紫香花,出版物,12,novel004,1,3,3,14.29%,0.02%,42.86%,0.05%,42.86%,0.05%,7,<a href='./?m=info&type=work&id=52' target='_blank'>点击查看详情</a>,1,八云紫,1375,1375,1375
53,东方外来韦编,東方外來韋編,出版物,43,novel011,2,9,19,6.67%,0.03%,30%,0.15%,63.33%,0.31%,30,<a href='./?m=info&type=work&id=53' target='_blank'>点击查看详情</a>,1,射命丸文,1335,1335,1335
54,燕石博物志,燕石博物誌,音乐CD,89,music080,12,17,19,25%,0.19%,35.42%,0.28%,39.58%,0.31%,48,<a href='./?m=info&type=work&id=54' target='_blank'>点击查看详情</a>,2,宇佐见莲子，玛艾露贝莉·赫恩（梅莉）,1265,679,633
55,旧约酒吧,旧約酒場,音乐CD,87,music090,10,14,29,18.87%,0.16%,26.42%,0.23%,54.72%,0.47%,53,<a href='./?m=info&type=work&id=55' target='_blank'>点击查看详情</a>,2,宇佐见莲子，玛艾露贝莉·赫恩（梅莉）,1265,679,633
57,东方深秘录PS4版,東方深秘録PS4,PS4游戏,20,game145ps4,3,3,5,27.27%,0.05%,27.27%,0.05%,45.45%,0.08%,11,<a href='./?m=info&type=work&id=57' target='_blank'>点击查看详情</a>,13,铃仙·优昙华院·因幡，藤原妹红，河城荷取，古明地恋，云山，云居一轮，物部布都，丰聪耳神子，二岩猯藏，秦心，少名针妙丸，宇佐见堇子，茨木华扇,7976,393,614
58,东方凭依华,東方憑依華,Windows游戏（FTG）,1229,game155,200,201,227,31.85%,3.24%,32.01%,3.26%,36.15%,3.68%,628,<a href='./?m=info&type=work&id=58' target='_blank'>点击查看详情</a>,19,八云紫，铃仙·优昙华院·因幡，藤原妹红，河城荷取，比那名居天子，古明地恋，云山，云居一轮，圣白莲，物部布都，丰聪耳神子，二岩猯藏，秦心，少名针妙丸，宇佐见堇子，哆来咪·苏伊特，茨木华扇，依神女苑，依神紫苑,12076,410,636
59,东方天空璋,東方天空璋,Windows游戏（STG）,657,game160,91,127,130,26.15%,1.47%,36.49%,2.06%,37.36%,2.11%,348,<a href='./?m=info&type=work&id=59' target='_blank'>点击查看详情</a>,11,琪露诺，十六夜咲夜，莉莉白，圣白莲，爱塔妮缇拉尔瓦，坂田合欢乃，高丽野阿吽，矢田寺成美，尔子田里乃，丁礼田舞，摩多罗隐岐奈,4078,100,371
60,东方文果真报,東方文果真報,出版物,101,novel012,7,18,44,10.14%,0.11%,26.09%,0.29%,63.77%,0.71%,69,<a href='./?m=info&type=work&id=60' target='_blank'>点击查看详情</a>,1,射命丸文,1335,1335,1335
62,秘封噩梦日记,秘封ナイトメアダイアリー,Windows游戏（STG）,50,game165,6,7,18,19.35%,0.1%,22.58%,0.11%,58.06%,0.29%,31,<a href='./?m=info&type=work&id=62' target='_blank'>点击查看详情</a>,4,宇佐见堇子，清兰，铃瑚，哆来咪·苏伊特,820,47,205
63,The Grimoire of Usami,The Grimoire of Usami,出版物,23,novel013,2,5,7,14.29%,0.03%,35.71%,0.08%,50%,0.11%,14,<a href='./?m=info&type=work&id=63' target='_blank'>点击查看详情</a>,5,八云紫，鬼人正邪，少名针妙丸，宇佐见堇子，摩多罗隐岐奈,3212,530,642
64,东方鬼形兽,東方鬼形獣,Windows游戏（STG）,1289,game170,169,249,284,24.07%,2.74%,35.47%,4.04%,40.46%,4.6%,702,<a href='./?m=info&type=work&id=64' target='_blank'>点击查看详情</a>,11,魂魄妖梦，西行寺幽幽子，四季映姬·夜摩仙那度，茨木华扇，戎璎花，牛崎润美，庭渡久侘歌，吉吊八千慧，杖刀偶磨弓，埴安神袿姬，骊驹早鬼,6103,506,555
